,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007548,BP,GO:0007548,sex differentiation,32/2934,86/6969,0.849633177,1,0.926763038,AMH/ATN1/BAX/BCL2L2/BMP15/CEBPB/CRKL/DHH/DMRTA2/ESR1/GATA4/HOXA10/HOXA11/HYAL3/ING2/NKX3-1/NR5A1/PCYT1B/RARA/REC8/SIRT1/SOD1/SOX9/SPO11/STAT5A/STAT5B/TBC1D20/TIPARP/TYRO3/UBB/WT1/YBX3,32
GO:0002067,BP,GO:0002067,glandular epithelial cell differentiation,7/2934,21/6969,0.850209701,1,0.926763038,GATA2/LHX3/NKX6-3/RARA/SIDT2/SMO/SOX9,7
GO:0006940,BP,GO:0006940,regulation of smooth muscle contraction,7/2934,21/6969,0.850209701,1,0.926763038,KCNMA1/ORMDL3/RGS2/RHOA/SOD1/SPHK1/SRF,7
GO:0032922,BP,GO:0032922,circadian regulation of gene expression,7/2934,21/6969,0.850209701,1,0.926763038,BHLHE40/CRY1/CSNK1E/MAGED1/MC3R/PPP1CA/SIRT1,7
GO:0042698,BP,GO:0042698,ovulation cycle,7/2934,21/6969,0.850209701,1,0.926763038,BMP15/ESR1/NR5A1/SIRT1/STAT5A/STAT5B/TYRO3,7
GO:0055008,BP,GO:0055008,cardiac muscle tissue morphogenesis,7/2934,21/6969,0.850209701,1,0.926763038,DLL4/HEY2/NKX2-5/NOG/SMAD7/TGFB1/TNNC1,7
GO:1902369,BP,GO:1902369,negative regulation of RNA catabolic process,7/2934,21/6969,0.850209701,1,0.926763038,ELAVL1/IGF2BP1/NAF1/RBM38/TIRAP/TRAF2/ZFP36,7
GO:0033865,BP,GO:0033865,nucleoside bisphosphate metabolic process,16/2934,45/6969,0.85188139,1,0.926763038,ACACB/ACOT6/ACOT8/ACSM4/COASY/DCAKD/DLST/ELOVL1/FITM2/HMGCR/MCEE/MPC2/PANK4/PMVK/PPCDC/PPCS,16
GO:0033875,BP,GO:0033875,ribonucleoside bisphosphate metabolic process,16/2934,45/6969,0.85188139,1,0.926763038,ACACB/ACOT6/ACOT8/ACSM4/COASY/DCAKD/DLST/ELOVL1/FITM2/HMGCR/MCEE/MPC2/PANK4/PMVK/PPCDC/PPCS,16
GO:0034032,BP,GO:0034032,purine nucleoside bisphosphate metabolic process,16/2934,45/6969,0.85188139,1,0.926763038,ACACB/ACOT6/ACOT8/ACSM4/COASY/DCAKD/DLST/ELOVL1/FITM2/HMGCR/MCEE/MPC2/PANK4/PMVK/PPCDC/PPCS,16
GO:1902652,BP,GO:1902652,secondary alcohol metabolic process,16/2934,45/6969,0.85188139,1,0.926763038,APOA1/EBP/ERLIN2/FDX1/FDXR/GBA1/HMGCR/LDLR/LIPE/NPC1/NPC2/PIP4P1/PMVK/SOD1/TM7SF2/TSKU,16
GO:0007268,BP,GO:0007268,chemical synaptic transmission,57/2934,149/6969,0.852093723,1,0.926763038,ABHD6/ABL1/ACP4/AKAP5/ATP2A2/BDKRB2/CCL2/CHRM4/CHRNB2/CHRNB3/CHRNG/CRH/DVL1/FYN/GFAP/GJC1/GLRA1/GRIN3B/HCRT/HTR7/INA/INSYN1/ITPR3/JPH4/KAT2A/LIN7B/LRP8/NEURL1/NOG/NPAS4/NPY5R/P2RX3/P2RX7/PAIP2/PARK7/PDZD11/PLK2/PMCH/PRKN/PSEN1/PTPRA/RAP1B/RASGRF1/RTN4/S1PR2/SCT/SLC6A2/SLC8A3/SNAP29/SQSTM1/SRF/STX11/SYNGR1/SYT12/TPRG1L/VPS18/WNT7A,57
GO:0098916,BP,GO:0098916,anterograde trans-synaptic signaling,57/2934,149/6969,0.852093723,1,0.926763038,ABHD6/ABL1/ACP4/AKAP5/ATP2A2/BDKRB2/CCL2/CHRM4/CHRNB2/CHRNB3/CHRNG/CRH/DVL1/FYN/GFAP/GJC1/GLRA1/GRIN3B/HCRT/HTR7/INA/INSYN1/ITPR3/JPH4/KAT2A/LIN7B/LRP8/NEURL1/NOG/NPAS4/NPY5R/P2RX3/P2RX7/PAIP2/PARK7/PDZD11/PLK2/PMCH/PRKN/PSEN1/PTPRA/RAP1B/RASGRF1/RTN4/S1PR2/SCT/SLC6A2/SLC8A3/SNAP29/SQSTM1/SRF/STX11/SYNGR1/SYT12/TPRG1L/VPS18/WNT7A,57
GO:0099537,BP,GO:0099537,trans-synaptic signaling,57/2934,149/6969,0.852093723,1,0.926763038,ABHD6/ABL1/ACP4/AKAP5/ATP2A2/BDKRB2/CCL2/CHRM4/CHRNB2/CHRNB3/CHRNG/CRH/DVL1/FYN/GFAP/GJC1/GLRA1/GRIN3B/HCRT/HTR7/INA/INSYN1/ITPR3/JPH4/KAT2A/LIN7B/LRP8/NEURL1/NOG/NPAS4/NPY5R/P2RX3/P2RX7/PAIP2/PARK7/PDZD11/PLK2/PMCH/PRKN/PSEN1/PTPRA/RAP1B/RASGRF1/RTN4/S1PR2/SCT/SLC6A2/SLC8A3/SNAP29/SQSTM1/SRF/STX11/SYNGR1/SYT12/TPRG1L/VPS18/WNT7A,57
GO:0060047,BP,GO:0060047,heart contraction,21/2934,58/6969,0.852522464,1,0.926763038,ACTC1/ADM/ADRA1B/ATP1B1/ATP2A2/CALM1/CAV3/FKBP1B/HBEGF/HCN4/HEY2/KCNJ5/MDM2/MEF2A/MYL4/PLN/RGS2/SMAD7/SOD1/SRI/TNNC1,21
GO:0002285,BP,GO:0002285,lymphocyte activation involved in immune response,28/2934,76/6969,0.853421041,1,0.926763038,ABL1/CD40/CDH17/EXOSC3/IFN-DELTA-8/IFN-OMEGA-5/IL12B/IL23A/IL27RA/IRF8/ITFG2/MAD2L2/MEN1/PSEN1/PTK2B/RARA/SLC15A4/SMAD7/ST3GAL1/STAT3/STAT4/STAT6/SWAP70/TGFB1/TLR4/TNFSF18/UNG/ZNF397,28
GO:0016053,BP,GO:0016053,organic acid biosynthetic process,41/2934,109/6969,0.854189831,1,0.926763038,ACACB/ACOX2/ACSM4/ADI1/AKR1A1/ALOX12/ALOX15/APOA4/APOC3/ASNS/ASS1/CTH/DPYD/ELOVL1/FADS2/FADS3/FGF19/GAMT/GATM/GGT5/GOT1/HSD17B10/MCAT/MGST3/MIF/MRI1/MTHFR/NDUFAB1/PARK7/PPARG/PRXL2B/PSPH/PTGDS/PTGES/PTGES2/PTGS2/PYCR2/RGN/SDS/SIRT1/TBXAS1,41
GO:0030072,BP,GO:0030072,peptide hormone secretion,26/2934,71/6969,0.855884381,1,0.926763038,ACVR2B/C2CD2L/CCN3/CELA2A/CHGA/CRH/EXOC3L1/FFAR4/FKBP1B/FOXO1/GAL/HADH/INHBB/KCNJ11/LRRC8A/MPC2/NOS2/PARK7/PRKN/SCT/SIDT2/SIRT4/SNX19/SRI/TRH/UQCC2,26
GO:0045216,BP,GO:0045216,cell-cell junction organization,19/2934,53/6969,0.856842173,1,0.926763038,CD9/CDH17/CDH24/CDH5/CLDN4/CLDN7/EPHA2/FSCN1/GJC1/IKBKB/NF2/PRTN3/RAB13/RHOA/SMAD7/SRF/TGFB1/TJP2/VCL,19
GO:0003151,BP,GO:0003151,outflow tract morphogenesis,11/2934,32/6969,0.857318919,1,0.926763038,CRKL/DVL1/HEY2/HEYL/JAG1/NKX2-5/NOG/NPY5R/SIX1/TBX2/TWIST1,11
GO:0006637,BP,GO:0006637,acyl-CoA metabolic process,11/2934,32/6969,0.857318919,1,0.926763038,ACACB/ACOT6/ACOT8/ACSM4/DLST/ELOVL1/FITM2/MCEE/MPC2/PMVK/PPCS,11
GO:0035383,BP,GO:0035383,thioester metabolic process,11/2934,32/6969,0.857318919,1,0.926763038,ACACB/ACOT6/ACOT8/ACSM4/DLST/ELOVL1/FITM2/MCEE/MPC2/PMVK/PPCS,11
GO:0048663,BP,GO:0048663,neuron fate commitment,11/2934,32/6969,0.857318919,1,0.926763038,ATOH7/DLL4/DLX1/DMRTA2/GATA2/GBX1/LBX1/LHX3/OLIG3/SIX1/SOX9,11
GO:0044839,BP,GO:0044839,cell cycle G2/M phase transition,14/2934,40/6969,0.858690016,1,0.926763038,ACRBP/ARPP19/ATF5/CALM1/CCNQ/CDC6/CDK4/ENSA/MIIP/NABP1/NABP2/SIN3A/TAOK3/TRIM39,14
GO:0009566,BP,GO:0009566,fertilization,24/2934,66/6969,0.858817083,1,0.926763038,ABHD2/AWN/B4GALT1/BAX/BBS1/CCT4/CD9/CRKL/GLRA1/HOXA10/HOXA11/HYAL3/OVGP1/PARK7/PCSK4/PITHD1/PLAT/REC8/RNASE10/SPA17/SPACA4/TARBP2/TSSK4/YBX3,24
GO:0006869,BP,GO:0006869,lipid transport,52/2934,137/6969,0.860063837,1,0.926763038,ABCD1/APOA1/APOA4/APOC3/ATP8B2/ATP9A/BDKRB2/CRH/CRY1/FABP3/FURIN/GLTP/GOT2/KCNN4/LDLR/LIPG/LRAT/MFSD2A/MIF/NAXE/NFKBIA/NKX3-1/NOS2/NPC1/NPC2/OSBPL6/P2RX7/PLA2G12A/PLSCR3/PLSCR4/PPARG/PRELID1/PTGES/RBP2/RBP4/SCARB1/SIGMAR1/SIRT1/SLC4A1/SLC66A2/SLCO1A2/SLCO2A1/SPP1/STARD3NL/STARD5/TMEM41B/TRPC5/TSKU/TSPO/UGCG/VPS51/XKR9,52
GO:0001655,BP,GO:0001655,urogenital system development,8/2934,24/6969,0.860127166,1,0.926763038,AMH/CRKL/ESR1/GATA2/NKX3-1/NOG/PLAG1/SOX9,8
GO:0043331,BP,GO:0043331,response to dsRNA,8/2934,24/6969,0.860127166,1,0.926763038,IFN-DELTA-8/IFN-OMEGA-5/NFKBIA/P2RX7/PDE12/PQBP1/RALB/TICAM1,8
GO:0072088,BP,GO:0072088,nephron epithelium morphogenesis,8/2934,24/6969,0.860127166,1,0.926763038,HOXA11/LIF/NOG/SIX1/SMO/SOX9/TMEM59L/WT1,8
GO:1903035,BP,GO:1903035,negative regulation of response to wounding,8/2934,24/6969,0.860127166,1,0.926763038,ALOX12/APOH/CD9/F12/PDGFA/PLAU/RTN4R/SH2B3,8
GO:1904888,BP,GO:1904888,cranial skeletal system development,8/2934,24/6969,0.860127166,1,0.926763038,CRKL/EIF4A3/IRF6/NOG/SIX1/SLC39A1/TULP3/TWIST1,8
GO:0000226,BP,GO:0000226,microtubule cytoskeleton organization,70/2934,182/6969,0.86092358,1,0.926763038,ABL1/ARHGEF2/ATF5/BBS1/CAV3/CCDC61/CCDC8/CCSAP/CDK2AP2/CEP19/CEP43/CETN2/CFL1/CHMP1A/CHMP4A/CHMP5/DCLK1/DCTN6/DNAAF5/DRG1/DVL1/DYNC1LI2/EFHC1/FES/FSD1/GAPDH/GTF2B/HAUS7/INPPL1/KAT2A/KIF19/KIFBP/LIMK2/MAP7D1/MOS/MZT1/NAT10/NEURL1/NISCH/NSFL1C/NUBP1/PARD6G/PIERCE1/PLK2/PLK3/RAE1/RBM14/RCC1/RHOA/RNF4/RPS3/SIRT1/SLC39A12/SPEF1/SPRY2/STMN1/STMN4/TBCB/TEKT2/TPPP2/TPPP3/TUBA1B/TUBB/TUBB1/UBE2B/VCP/WRAP73/XRCC2/XRCC3/ZPR1,70
GO:0032989,BP,GO:0032989,cellular component morphogenesis,72/2934,187/6969,0.861273457,1,0.926763038,ABL1/ACRBP/AP3S2/ARHGEF25/ATOH7/B4GALT5/BAX/CAPN3/CASQ1/CAV3/CD9/CDC42/CHODL/CPNE5/DPYSL5/DVL1/EGR2/ETV1/FAM209B/FLNC/FYN/GARIN1A/GBX1/KIF5C/KIFBP/LHX3/LMX1A/LRP8/MEF2A/MFSD2A/MT3/MYL9/MYOZ2/NOG/NOVA2/NTF4/NTN1/NTRK1/PDPN/PLEKHO1/PLN/POLDIP2/POU4F3/PQBP1/PRKN/PSEN1/RAP2B/RND2/RTN4/RTN4R/SEMA3B/SEMA3G/SEMA4F/SEMA6C/SEMA6D/SIN3A/SMO/SOX30/SRF/TAOK3/TBC1D20/TMOD4/TNNT1/TNNT3/TSKU/UBB/UCHL1/UNC5B/VCL/WASF2/WNT7A/ZFYVE27,72
GO:0061138,BP,GO:0061138,morphogenesis of a branching epithelium,29/2934,79/6969,0.862626581,1,0.926763038,ABL1/ACVR1/ADM/CAV3/CTSH/CTSZ/DLL4/EPHA2/ESR1/GRB2/HHIP/HOXA11/MMP14/NKX3-1/NOG/PHB2/PPP1CA/SIX1/SMO/SOX9/SPINT2/SPRY2/SRF/ST14/TBX2/TGFB1/TMEM59L/VDR/WT1,29
GO:0000132,BP,GO:0000132,establishment of mitotic spindle orientation,3/2934,10/6969,0.864425296,1,0.926763038,INPPL1/NSFL1C/SPRY2,3
GO:0001754,BP,GO:0001754,eye photoreceptor cell differentiation,3/2934,10/6969,0.864425296,1,0.926763038,PRDM1/SOX9/STAT3,3
GO:0001953,BP,GO:0001953,negative regulation of cell-matrix adhesion,3/2934,10/6969,0.864425296,1,0.926763038,DMTN/JAG1/PLET1,3
GO:0002053,BP,GO:0002053,positive regulation of mesenchymal cell proliferation,3/2934,10/6969,0.864425296,1,0.926763038,SIX1/SMO/SOX9,3
GO:0002295,BP,GO:0002295,T-helper cell lineage commitment,3/2934,10/6969,0.864425296,1,0.926763038,IL23A/STAT3/STAT6,3
GO:0006623,BP,GO:0006623,protein targeting to vacuole,3/2934,10/6969,0.864425296,1,0.926763038,M6PR/MON1B/SQSTM1,3
GO:0006625,BP,GO:0006625,protein targeting to peroxisome,3/2934,10/6969,0.864425296,1,0.926763038,PEX12/PEX14/PEX19,3
GO:0009163,BP,GO:0009163,nucleoside biosynthetic process,3/2934,10/6969,0.864425296,1,0.926763038,APRT/NT5E/PNP,3
GO:0010460,BP,GO:0010460,positive regulation of heart rate,3/2934,10/6969,0.864425296,1,0.926763038,ADM/ADRA1B/HEY2,3
GO:0010611,BP,GO:0010611,regulation of cardiac muscle hypertrophy,3/2934,10/6969,0.864425296,1,0.926763038,CAV3/LMCD1/RGS2,3
GO:0010839,BP,GO:0010839,negative regulation of keratinocyte proliferation,3/2934,10/6969,0.864425296,1,0.926763038,IRF6/KLF9/VDR,3
GO:0010922,BP,GO:0010922,positive regulation of phosphatase activity,3/2934,10/6969,0.864425296,1,0.926763038,CALM1/PPP1R15B/RIPK3,3
GO:0015804,BP,GO:0015804,neutral amino acid transport,3/2934,10/6969,0.864425296,1,0.926763038,SLC25A38/SLC38A5/SLC43A2,3
GO:0031146,BP,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,3/2934,10/6969,0.864425296,1,0.926763038,FBXL12/FBXO38/FBXO4,3
GO:0032482,BP,GO:0032482,Rab protein signal transduction,3/2934,10/6969,0.864425296,1,0.926763038,RAB35/RAB39B/RAB4B,3
GO:0034404,BP,GO:0034404,nucleobase-containing small molecule biosynthetic process,3/2934,10/6969,0.864425296,1,0.926763038,APRT/NT5E/PNP,3
GO:0035137,BP,GO:0035137,hindlimb morphogenesis,3/2934,10/6969,0.864425296,1,0.926763038,PITX1/TWIST1/WNT7A,3
GO:0035883,BP,GO:0035883,enteroendocrine cell differentiation,3/2934,10/6969,0.864425296,1,0.926763038,NKX6-3/SIDT2/SMO,3
GO:0042133,BP,GO:0042133,neurotransmitter metabolic process,3/2934,10/6969,0.864425296,1,0.926763038,ABAT/COMT/SLC44A4,3
GO:0042451,BP,GO:0042451,purine nucleoside biosynthetic process,3/2934,10/6969,0.864425296,1,0.926763038,APRT/NT5E/PNP,3
GO:0042455,BP,GO:0042455,ribonucleoside biosynthetic process,3/2934,10/6969,0.864425296,1,0.926763038,APRT/NT5E/PNP,3
GO:0045737,BP,GO:0045737,positive regulation of cyclin-dependent protein serine/threonine kinase activity,3/2934,10/6969,0.864425296,1,0.926763038,CCND2/PSMD10/RGCC,3
GO:0046129,BP,GO:0046129,purine ribonucleoside biosynthetic process,3/2934,10/6969,0.864425296,1,0.926763038,APRT/NT5E/PNP,3
GO:0048015,BP,GO:0048015,phosphatidylinositol-mediated signaling,3/2934,10/6969,0.864425296,1,0.926763038,PI4KB/PIK3CD/PTAFR,3
GO:0048260,BP,GO:0048260,positive regulation of receptor-mediated endocytosis,3/2934,10/6969,0.864425296,1,0.926763038,CD63/CLU/VEGFA,3
GO:0048333,BP,GO:0048333,mesodermal cell differentiation,3/2934,10/6969,0.864425296,1,0.926763038,HOXA11/SMAD1/TAL1,3
GO:0061323,BP,GO:0061323,cell proliferation involved in heart morphogenesis,3/2934,10/6969,0.864425296,1,0.926763038,PIM1/SIX1/SOX9,3
GO:0070286,BP,GO:0070286,axonemal dynein complex assembly,3/2934,10/6969,0.864425296,1,0.926763038,DNAAF5/NISCH/TEKT2,3
GO:0071392,BP,GO:0071392,cellular response to estradiol stimulus,3/2934,10/6969,0.864425296,1,0.926763038,ESR1/MYOD1/RAMP3,3
GO:0071425,BP,GO:0071425,hematopoietic stem cell proliferation,3/2934,10/6969,0.864425296,1,0.926763038,ARIH2/GBA1/PIM1,3
GO:0072662,BP,GO:0072662,protein localization to peroxisome,3/2934,10/6969,0.864425296,1,0.926763038,PEX12/PEX14/PEX19,3
GO:0072663,BP,GO:0072663,establishment of protein localization to peroxisome,3/2934,10/6969,0.864425296,1,0.926763038,PEX12/PEX14/PEX19,3
GO:0140718,BP,GO:0140718,facultative heterochromatin formation,3/2934,10/6969,0.864425296,1,0.926763038,L3MBTL3/MORC2/SIRT1,3
GO:1901741,BP,GO:1901741,positive regulation of myoblast fusion,3/2934,10/6969,0.864425296,1,0.926763038,EHD2/GDF15/TNFSF14,3
GO:2000136,BP,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,3/2934,10/6969,0.864425296,1,0.926763038,PIM1/SIX1/SOX9,3
GO:2000737,BP,GO:2000737,negative regulation of stem cell differentiation,3/2934,10/6969,0.864425296,1,0.926763038,JAG1/TMSB4X/ZFP36,3
GO:0002366,BP,GO:0002366,leukocyte activation involved in immune response,36/2934,97/6969,0.865823424,1,0.926763038,ABL1/CD40/CDH17/CHGA/EXOSC3/FES/IFI35/IFN-DELTA-8/IFN-OMEGA-5/IL12B/IL13/IL23A/IL27RA/IRF8/ITFG2/MAD2L2/MEN1/PSEN1/PTGDS/PTK2B/RAC2/RARA/SLC15A4/SMAD7/ST3GAL1/STAT3/STAT4/STAT6/SWAP70/TGFB1/TICAM1/TLR4/TNFSF18/UNG/VAMP8/ZNF397,36
GO:0035107,BP,GO:0035107,appendage morphogenesis,12/2934,35/6969,0.867188249,1,0.926763038,BAX/CYP26B1/HOXA10/HOXA11/NOG/PITX1/PSEN1/SOX9/TBX2/TULP3/TWIST1/WNT7A,12
GO:0035108,BP,GO:0035108,limb morphogenesis,12/2934,35/6969,0.867188249,1,0.926763038,BAX/CYP26B1/HOXA10/HOXA11/NOG/PITX1/PSEN1/SOX9/TBX2/TULP3/TWIST1/WNT7A,12
GO:0000096,BP,GO:0000096,sulfur amino acid metabolic process,4/2934,13/6969,0.867391856,1,0.926763038,ADI1/CTH/MRI1/MTHFR,4
GO:0001736,BP,GO:0001736,establishment of planar polarity,4/2934,13/6969,0.867391856,1,0.926763038,ABL1/DVL1/IFT20/WNT7A,4
GO:0007164,BP,GO:0007164,establishment of tissue polarity,4/2934,13/6969,0.867391856,1,0.926763038,ABL1/DVL1/IFT20/WNT7A,4
GO:0014003,BP,GO:0014003,oligodendrocyte development,4/2934,13/6969,0.867391856,1,0.926763038,B4GALT5/NSUN5/TGFB1/ZNF488,4
GO:0021696,BP,GO:0021696,cerebellar cortex morphogenesis,4/2934,13/6969,0.867391856,1,0.926763038,CEND1/GBA1/SMO/WNT7A,4
GO:0032094,BP,GO:0032094,response to food,4/2934,13/6969,0.867391856,1,0.926763038,ATN1/BCL10/GAST/MT3,4
GO:0046164,BP,GO:0046164,alcohol catabolic process,4/2934,13/6969,0.867391856,1,0.926763038,ALDH2/MIOX/SORD/TPI1,4
GO:0048806,BP,GO:0048806,genitalia development,4/2934,13/6969,0.867391856,1,0.926763038,BAX/ESR1/TYRO3/WT1,4
GO:0098586,BP,GO:0098586,cellular response to virus,4/2934,13/6969,0.867391856,1,0.926763038,BAX/IRF3/S100A6/TGFB1,4
GO:1902895,BP,GO:1902895,positive regulation of miRNA transcription,4/2934,13/6969,0.867391856,1,0.926763038,FOSL1/GATA2/SMAD1/SRF,4
GO:0048863,BP,GO:0048863,stem cell differentiation,25/2934,69/6969,0.867956588,1,0.926763038,ACVR1/DMRTA2/ESR1/FGF19/FRZB/JAG1/KDM3A/LIF/NOG/SEMA3B/SEMA3G/SEMA4F/SEMA6C/SEMA6D/SH2B3/SIX1/SMO/SOX9/SRF/TAL1/TBX2/TMSB4X/TWIST1/WNT7A/ZFP36,25
GO:0007043,BP,GO:0007043,cell-cell junction assembly,15/2934,43/6969,0.868436463,1,0.926763038,CD9/CDH17/CDH24/CDH5/CLDN4/CLDN7/EPHA2/FSCN1/GJC1/IKBKB/RAB13/RHOA/SMAD7/SRF/VCL,15
GO:0072073,BP,GO:0072073,kidney epithelium development,15/2934,43/6969,0.868436463,1,0.926763038,ARG2/HEYL/HOXA11/JAG1/LIF/NOG/RARA/SIX1/SMAD1/SMAD7/SMO/SOX9/TGFB1/TMEM59L/WT1,15
GO:0018108,BP,GO:0018108,peptidyl-tyrosine phosphorylation,32/2934,87/6969,0.869120335,1,0.926763038,ABL1/ACVR1/ARHGEF2/CD40/CD80/DMTN/EPHA1/EPHA4/FES/FYN/HBEGF/HYAL2/IL12B/IL23A/IL5/ITGA5/LIF/LRP8/MIF/NEURL1/NF2/NTRK1/PDCL3/PLPP3/PRNP/PSEN1/PTK2B/RAP2B/SH2B3/SOCS1/TGFA/VEGFA,32
GO:0043242,BP,GO:0043242,negative regulation of protein-containing complex disassembly,9/2934,27/6969,0.869353194,1,0.926763038,ARHGEF2/AVIL/CAPZB/PHF23/SPEF1/SWAP70/TMEM39A/TMOD4/UBQLN4,9
GO:0043648,BP,GO:0043648,dicarboxylic acid metabolic process,9/2934,27/6969,0.869353194,1,0.926763038,ACOT8/DLST/FH/GOT1/GOT2/GPT2/ME1/QPRT/TAT,9
GO:0007276,BP,GO:0007276,gamete generation,81/2934,210/6969,0.869468527,1,0.926763038,ABHD2/ACRBP/ACVR1/AKAP5/ASIP/ATN1/BAG6/BAX/BCAP31/BMP15/CABYR/CCDC42/CELF3/CETN2/CPEB1/CRKL/CYP26B1/DDX20/DHH/DMRTA2/DPCD/FAM209B/FIGNL1/FOSL1/FZR1/GARIN1A/GPR3/GPX4/HOXA10/HOXA11/IFT20/IFT25/ING2/INHBB/KDM3A/LIMK2/LRRC8A/MEA1/MEIG1/NCAPH2/NEURL1/PAIP2/PAQR7/PAQR8/PCSK4/PCYT1B/PITHD1/PIWIL2/PLN/PNLDC1/PRDM1/PRM2/RAD51/RARA/REC8/RGS2/RHOA/RNF114/SERPINA5/SIRT1/SMAD1/SOD1/SOX30/SOX9/SPATA20/SPIN3/SPO11/TAF7L/TARBP2/TBC1D20/TDRP/TGFB1/TMEM203/TRIP13/TSSK4/TYRO3/UBB/UBE2B/UCHL1/WT1/YBX3,81
GO:0031175,BP,GO:0031175,neuron projection development,83/2934,215/6969,0.869896328,1,0.926763038,ABL1/ACP4/ARF6/ARHGEF25/ATOH7/AVIL/B4GALT5/BBS1/BLOC1S5/CAMK2A/CDC42/CHODL/CPNE5/CRKL/DPYSL5/DVL1/EGR2/ETV1/FBXO7/FES/FYN/GBX1/GFAP/GPR37/IFT20/INPP5J/KIF5C/KIFBP/LHFPL5/LHX3/LMX1A/LRP12/LRP8/MEF2A/MFSD2A/MT3/NEURL1/NOG/NOVA2/NTF4/NTN1/NTRK1/OLIG3/PAK4/POU4F3/PQBP1/PRKCSH/PRKN/PSEN1/PTK2B/PTPN9/RAB13/RAP2B/RASGRF1/RETREG3/RHOA/RND2/ROR2/RTN4/RTN4R/SEMA3B/SEMA3G/SEMA4F/SEMA6C/SEMA6D/SIN3A/SLC39A12/SMO/SOD1/SRF/STMN1/STMN4/TAOK3/TRIM32/TSKU/UBB/UCHL1/UNC5B/USH1G/VCL/WNT7A/ZFYVE27/ZPR1,83
GO:1902904,BP,GO:1902904,negative regulation of supramolecular fiber organization,18/2934,51/6969,0.871425003,1,0.926763038,AP3S2/ARHGEF2/AVIL/CAPZB/CAV3/CLU/INPP5K/PFDN1/PFDN2/PFDN5/PRKN/SPEF1/SWAP70/TMOD4/TMSB10/TMSB4X/TWF2/WASF2,18
GO:0002886,BP,GO:0002886,regulation of myeloid leukocyte mediated immunity,5/2934,16/6969,0.872650396,1,0.926763038,FES/IL13/RAC2/TICAM1/VAMP8,5
GO:0003300,BP,GO:0003300,cardiac muscle hypertrophy,5/2934,16/6969,0.872650396,1,0.926763038,ATP2A2/CAV3/HEY2/LMCD1/RGS2,5
GO:0003401,BP,GO:0003401,axis elongation,5/2934,16/6969,0.872650396,1,0.926763038,ESR1/SIX1/SOX9/SPRY2/TGFB1,5
GO:0006304,BP,GO:0006304,DNA modification,5/2934,16/6969,0.872650396,1,0.926763038,ALKBH4/EXOSC3/EXOSC4/MGMT/MTA2,5
GO:0009116,BP,GO:0009116,nucleoside metabolic process,5/2934,16/6969,0.872650396,1,0.926763038,APRT/DNPH1/DPYD/NT5E/PNP,5
GO:0010718,BP,GO:0010718,positive regulation of epithelial to mesenchymal transition,5/2934,16/6969,0.872650396,1,0.926763038,ACVR1/PDPN/RGCC/TGFB1/TWIST1,5
GO:0016441,BP,GO:0016441,post-transcriptional gene silencing,5/2934,16/6969,0.872650396,1,0.926763038,AGO2/CLP1/ELAVL1/TARBP2/ZFP36,5
GO:0021575,BP,GO:0021575,hindbrain morphogenesis,5/2934,16/6969,0.872650396,1,0.926763038,ABL1/CEND1/GBA1/SMO/WNT7A,5
GO:0030901,BP,GO:0030901,midbrain development,5/2934,16/6969,0.872650396,1,0.926763038,KAT2A/LMX1A/OTX1/SMAD1/UQCRQ,5
GO:0032024,BP,GO:0032024,positive regulation of insulin secretion,5/2934,16/6969,0.872650396,1,0.926763038,C2CD2L/LRRC8A/MPC2/SRI/TRH,5
GO:0042044,BP,GO:0042044,fluid transport,5/2934,16/6969,0.872650396,1,0.926763038,AQP1/AQP3/AQP6/INPP5K/SLC5A1,5
GO:0042311,BP,GO:0042311,vasodilation,5/2934,16/6969,0.872650396,1,0.926763038,BDKRB2/KCNMA1/NOS3/RGS2/SOD1,5
GO:0045921,BP,GO:0045921,positive regulation of exocytosis,5/2934,16/6969,0.872650396,1,0.926763038,HYAL3/IL13/SDC1/SNF8/VAMP8,5
GO:0051447,BP,GO:0051447,negative regulation of meiotic cell cycle,5/2934,16/6969,0.872650396,1,0.926763038,FZR1/GPR3/LIF/MOS/TRIP13,5
GO:0060142,BP,GO:0060142,regulation of syncytium formation by plasma membrane fusion,5/2934,16/6969,0.872650396,1,0.926763038,EHD2/GDF15/PLEKHO1/TMEM182/TNFSF14,5
GO:0098534,BP,GO:0098534,centriole assembly,5/2934,16/6969,0.872650396,1,0.926763038,CCDC61/CETN2/KAT2A/PLK2/RBM14,5
GO:0046890,BP,GO:0046890,regulation of lipid biosynthetic process,21/2934,59/6969,0.875328713,1,0.926763038,ABHD6/APOA4/APOC3/AVIL/CCN1/CDK4/DDX20/DHH/FGF19/FITM2/MFSD2A/ORMDL2/ORMDL3/PDGFA/PPARG/SAMD8/SIRT1/SIRT4/SOD1/SPHK1/THRSP,21
GO:0003341,BP,GO:0003341,cilium movement,16/2934,46/6969,0.8773726,1,0.926763038,BBS1/CATSPER1/CELF3/CFAP20/DNAAF5/DPCD/ENO4/ING2/NEURL1/RNASE10/SPEF1/TAF7L/TEKT2/TPPP2/TSSK4/UBE2B,16
